Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
27/08/2018 16:00:00,112.33,27/08/2018 16:00:00,82.65,27/08/2018 16:00:00,52.97,27/08/2018 16:00:00,160.48,27/08/2018 16:00:00,45.69
28/08/2018 16:00:00,112.58,28/08/2018 16:00:00,82.58,28/08/2018 16:00:00,53.05,28/08/2018 16:00:00,161.64,28/08/2018 16:00:00,45.37
29/08/2018 16:00:00,112.45,29/08/2018 16:00:00,82.79,29/08/2018 16:00:00,53.25,29/08/2018 16:00:00,163.11,29/08/2018 16:00:00,45.33
30/08/2018 16:00:00,111.92,30/08/2018 16:00:00,81.4,30/08/2018 16:00:00,53.1,30/08/2018 16:00:00,162.8,30/08/2018 16:00:00,44.95
31/08/2018 16:00:00,112.02,31/08/2018 16:00:00,82.2,31/08/2018 16:00:00,53.45,31/08/2018 16:00:00,162.23,31/08/2018 16:00:00,44.57
04/09/2018 16:00:00,110.85,04/09/2018 16:00:00,79.6,04/09/2018 16:00:00,53.53,04/09/2018 16:00:00,161.72,04/09/2018 16:00:00,44.76
05/09/2018 16:00:00,109.87,05/09/2018 16:00:00,79.92,05/09/2018 16:00:00,53.79,05/09/2018 16:00:00,163.24,05/09/2018 16:00:00,45.38
06/09/2018 16:00:00,110.26,06/09/2018 16:00:00,80.4,06/09/2018 16:00:00,54.21,06/09/2018 16:00:00,163.74,06/09/2018 16:00:00,45.77
07/09/2018 16:00:00,110.97,07/09/2018 16:00:00,80.3,07/09/2018 16:00:00,54.86,07/09/2018 16:00:00,163.9,07/09/2018 16:00:00,45.72
10/09/2018 16:00:00,110.68,10/09/2018 16:00:00,82.1,10/09/2018 16:00:00,54.97,10/09/2018 16:00:00,165.07,10/09/2018 16:00:00,46.06
11/09/2018 16:00:00,109.6,11/09/2018 16:00:00,82.63,11/09/2018 16:00:00,55.12,11/09/2018 16:00:00,164.62,11/09/2018 16:00:00,46.02
12/09/2018 16:00:00,109.46,12/09/2018 16:00:00,83,12/09/2018 16:00:00,54.97,12/09/2018 16:00:00,164.74,12/09/2018 16:00:00,46.24
13/09/2018 16:00:00,110.67,13/09/2018 16:00:00,83.47,13/09/2018 16:00:00,54.89,13/09/2018 16:00:00,162.4,13/09/2018 16:00:00,45.83
14/09/2018 16:00:00,109.26,14/09/2018 16:00:00,83.49,14/09/2018 16:00:00,54.75,14/09/2018 16:00:00,160.84,14/09/2018 16:00:00,45.99
17/09/2018 16:00:00,109.36,17/09/2018 16:00:00,83.26,17/09/2018 16:00:00,54.57,17/09/2018 16:00:00,158.14,17/09/2018 16:00:00,46.32
18/09/2018 16:00:00,109.53,18/09/2018 16:00:00,85.26,18/09/2018 16:00:00,55.07,18/09/2018 16:00:00,157.77,18/09/2018 16:00:00,45.93
19/09/2018 16:00:00,109.79,19/09/2018 16:00:00,84.43,19/09/2018 16:00:00,55.43,19/09/2018 16:00:00,159.18,19/09/2018 16:00:00,45.96
20/09/2018 16:00:00,111.62,20/09/2018 16:00:00,85.37,20/09/2018 16:00:00,56.43,20/09/2018 16:00:00,160.79,20/09/2018 16:00:00,46.64
21/09/2018 16:00:00,110.4,21/09/2018 16:00:00,85.55,21/09/2018 16:00:00,57.45,21/09/2018 16:00:00,165.3,21/09/2018 16:00:00,46.58
24/09/2018 16:00:00,112.77,24/09/2018 16:00:00,84.27,24/09/2018 16:00:00,56.69,24/09/2018 16:00:00,163.31,24/09/2018 16:00:00,46.07
25/09/2018 16:00:00,113.63,25/09/2018 16:00:00,84.79,25/09/2018 16:00:00,56.9,25/09/2018 16:00:00,166.41,25/09/2018 16:00:00,45.68
26/09/2018 16:00:00,115.21,26/09/2018 16:00:00,83.7,26/09/2018 16:00:00,57.27,26/09/2018 16:00:00,165.76,26/09/2018 16:00:00,45.85
27/09/2018 16:00:00,116.04,27/09/2018 16:00:00,84.54,27/09/2018 16:00:00,57.34,27/09/2018 16:00:00,166.53,27/09/2018 16:00:00,46.01
28/09/2018 16:00:00,116.94,28/09/2018 16:00:00,84.72,28/09/2018 16:00:00,56.84,28/09/2018 16:00:00,167.29,28/09/2018 16:00:00,46.19
01/10/2018 16:00:00,116.24,01/10/2018 16:00:00,84.46,01/10/2018 16:00:00,55.58,01/10/2018 16:00:00,166.67,01/10/2018 16:00:00,46.23
02/10/2018 16:00:00,117.66,02/10/2018 16:00:00,82.77,02/10/2018 16:00:00,55.59,02/10/2018 16:00:00,165.18,02/10/2018 16:00:00,46.51
03/10/2018 16:00:00,116.91,03/10/2018 16:00:00,82.5,03/10/2018 16:00:00,55.47,03/10/2018 16:00:00,164.66,03/10/2018 16:00:00,45.87
04/10/2018 16:00:00,116.13,04/10/2018 16:00:00,80.18,04/10/2018 16:00:00,55.89,04/10/2018 16:00:00,165.8,04/10/2018 16:00:00,45.85
05/10/2018 16:00:00,114.78,05/10/2018 16:00:00,80.12,05/10/2018 16:00:00,55.76,05/10/2018 16:00:00,166.57,05/10/2018 16:00:00,45.88
08/10/2018 16:00:00,116.02,08/10/2018 16:00:00,80.23,08/10/2018 16:00:00,56.54,08/10/2018 16:00:00,167.77,08/10/2018 16:00:00,46.48
09/10/2018 16:00:00,116.89,09/10/2018 16:00:00,80.42,09/10/2018 16:00:00,57.71,09/10/2018 16:00:00,169.83,09/10/2018 16:00:00,46.39
10/10/2018 16:00:00,112.86,10/10/2018 16:00:00,74.94,10/10/2018 16:00:00,56.01,10/10/2018 16:00:00,168.37,10/10/2018 16:00:00,45.68
11/10/2018 16:00:00,111.15,11/10/2018 16:00:00,74.51,11/10/2018 16:00:00,54.86,11/10/2018 16:00:00,162.97,11/10/2018 16:00:00,44.64
12/10/2018 16:00:00,112.61,12/10/2018 16:00:00,75.91,12/10/2018 16:00:00,56.45,12/10/2018 16:00:00,163.82,12/10/2018 16:00:00,44.68
15/10/2018 16:00:00,113.44,15/10/2018 16:00:00,74.99,15/10/2018 16:00:00,56.75,15/10/2018 16:00:00,163.67,15/10/2018 16:00:00,44.91
16/10/2018 16:00:00,116.19,16/10/2018 16:00:00,77.48,16/10/2018 16:00:00,57.81,16/10/2018 16:00:00,164.07,16/10/2018 16:00:00,45.49
17/10/2018 16:00:00,117.13,17/10/2018 16:00:00,76.48,17/10/2018 16:00:00,59.1,17/10/2018 16:00:00,166.77,17/10/2018 16:00:00,45.86
18/10/2018 16:00:00,116.18,18/10/2018 16:00:00,75.6,18/10/2018 16:00:00,58.64,18/10/2018 16:00:00,166.81,18/10/2018 16:00:00,45.61
19/10/2018 16:00:00,118.9,19/10/2018 16:00:00,74.21,19/10/2018 16:00:00,58.66,19/10/2018 16:00:00,167.49,19/10/2018 16:00:00,46.33
22/10/2018 16:00:00,118.27,22/10/2018 16:00:00,74.9,22/10/2018 16:00:00,58.9,22/10/2018 16:00:00,166.63,22/10/2018 16:00:00,45.97
23/10/2018 16:00:00,117.85,23/10/2018 16:00:00,73.35,23/10/2018 16:00:00,58.81,23/10/2018 16:00:00,177.15,23/10/2018 16:00:00,46.36
24/10/2018 16:00:00,111.61,24/10/2018 16:00:00,72.12,24/10/2018 16:00:00,58.06,24/10/2018 16:00:00,177.35,24/10/2018 16:00:00,46.73
25/10/2018 16:00:00,114.16,25/10/2018 16:00:00,73.1,25/10/2018 16:00:00,58.96,25/10/2018 16:00:00,175.31,25/10/2018 16:00:00,46.51
26/10/2018 16:00:00,113.19,26/10/2018 16:00:00,72.07,26/10/2018 16:00:00,58.07,26/10/2018 16:00:00,173.34,26/10/2018 16:00:00,45.92
29/10/2018 16:00:00,113.04,29/10/2018 16:00:00,72.19,29/10/2018 16:00:00,58.37,29/10/2018 16:00:00,173.23,29/10/2018 16:00:00,46.46
30/10/2018 16:00:00,114.76,30/10/2018 16:00:00,74.51,30/10/2018 16:00:00,58.59,30/10/2018 16:00:00,178.49,30/10/2018 16:00:00,47.63
31/10/2018 16:00:00,114.83,31/10/2018 16:00:00,75.04,31/10/2018 16:00:00,58.27,31/10/2018 16:00:00,176.9,31/10/2018 16:00:00,47.88
01/11/2018 16:00:00,116.1,01/11/2018 16:00:00,76.79,01/11/2018 16:00:00,58.63,01/11/2018 16:00:00,174.88,01/11/2018 16:00:00,47.74
02/11/2018 16:00:00,115.18,02/11/2018 16:00:00,76.58,02/11/2018 16:00:00,64.32,02/11/2018 16:00:00,176.75,02/11/2018 16:00:00,48
05/11/2018 16:00:00,115.45,05/11/2018 16:00:00,77.53,05/11/2018 16:00:00,64.48,05/11/2018 16:00:00,180.39,05/11/2018 16:00:00,48.69
06/11/2018 16:00:00,116.71,06/11/2018 16:00:00,76.57,06/11/2018 16:00:00,66.01,06/11/2018 16:00:00,182.71,06/11/2018 16:00:00,49.11
07/11/2018 16:00:00,117.05,07/11/2018 16:00:00,77.97,07/11/2018 16:00:00,68.16,07/11/2018 16:00:00,184.25,07/11/2018 16:00:00,49.37
08/11/2018 16:00:00,116,08/11/2018 16:00:00,77.78,08/11/2018 16:00:00,68.72,08/11/2018 16:00:00,185.48,08/11/2018 16:00:00,49.33
09/11/2018 16:00:00,118,09/11/2018 16:00:00,76.36,09/11/2018 16:00:00,68.6,09/11/2018 16:00:00,185.94,09/11/2018 16:00:00,49.68
12/11/2018 16:00:00,116.7,12/11/2018 16:00:00,75.1,12/11/2018 16:00:00,67.91,12/11/2018 16:00:00,184.37,12/11/2018 16:00:00,49.87
13/11/2018 16:00:00,116.85,13/11/2018 16:00:00,75.2,13/11/2018 16:00:00,67.41,13/11/2018 16:00:00,184.01,13/11/2018 16:00:00,49.86
14/11/2018 16:00:00,117.12,14/11/2018 16:00:00,75.2,14/11/2018 16:00:00,67.04,14/11/2018 16:00:00,183.85,14/11/2018 16:00:00,49.76
15/11/2018 16:00:00,117.11,15/11/2018 16:00:00,74.33,15/11/2018 16:00:00,67.62,15/11/2018 16:00:00,183.56,15/11/2018 16:00:00,49.74
16/11/2018 16:00:00,116.19,16/11/2018 16:00:00,74.74,16/11/2018 16:00:00,68.16,16/11/2018 16:00:00,187.59,16/11/2018 16:00:00,50.17
19/11/2018 16:00:00,115.42,19/11/2018 16:00:00,72.52,19/11/2018 16:00:00,67.91,19/11/2018 16:00:00,186.72,19/11/2018 16:00:00,50.51
20/11/2018 16:00:00,111.87,20/11/2018 16:00:00,71.12,20/11/2018 16:00:00,67.18,20/11/2018 16:00:00,183.71,20/11/2018 16:00:00,49.38
21/11/2018 16:00:00,113.03,21/11/2018 16:00:00,72.37,21/11/2018 16:00:00,66.77,21/11/2018 16:00:00,182.72,21/11/2018 16:00:00,48.73
23/11/2018 13:00:00,112.08,23/11/2018 13:00:00,71.49,23/11/2018 13:00:00,65.7,23/11/2018 13:00:00,181.93,23/11/2018 13:00:00,49.02
26/11/2018 16:00:00,112.55,26/11/2018 16:00:00,72.71,26/11/2018 16:00:00,65.69,26/11/2018 16:00:00,183.89,26/11/2018 16:00:00,48.87
27/11/2018 16:00:00,113.9,27/11/2018 16:00:00,72.09,27/11/2018 16:00:00,66.08,27/11/2018 16:00:00,184.63,27/11/2018 16:00:00,49.37
28/11/2018 16:00:00,116.1,28/11/2018 16:00:00,74.66,28/11/2018 16:00:00,66.82,28/11/2018 16:00:00,187.85,28/11/2018 16:00:00,49.71
29/11/2018 16:00:00,116.61,29/11/2018 16:00:00,74.34,29/11/2018 16:00:00,66.88,29/11/2018 16:00:00,189.26,29/11/2018 16:00:00,48.98
30/11/2018 16:00:00,115.49,30/11/2018 16:00:00,75.12,30/11/2018 16:00:00,66.72,30/11/2018 16:00:00,188.51,30/11/2018 16:00:00,50.4
03/12/2018 16:00:00,115.74,03/12/2018 16:00:00,77.94,03/12/2018 16:00:00,67.5,03/12/2018 16:00:00,185.37,03/12/2018 16:00:00,49.69
04/12/2018 16:00:00,112.87,04/12/2018 16:00:00,75.79,04/12/2018 16:00:00,66.65,04/12/2018 16:00:00,185.04,04/12/2018 16:00:00,49.58
06/12/2018 16:00:00,114.33,06/12/2018 16:00:00,75.54,06/12/2018 16:00:00,66.55,06/12/2018 16:00:00,185.45,06/12/2018 16:00:00,49.38
07/12/2018 16:00:00,111.98,07/12/2018 16:00:00,73.34,07/12/2018 16:00:00,65.47,07/12/2018 16:00:00,182.96,07/12/2018 16:00:00,49.09
10/12/2018 16:00:00,111.86,10/12/2018 16:00:00,72.51,10/12/2018 16:00:00,65.49,10/12/2018 16:00:00,184.65,10/12/2018 16:00:00,49.24
11/12/2018 16:00:00,111.97,11/12/2018 16:00:00,73.57,11/12/2018 16:00:00,65.92,11/12/2018 16:00:00,183.59,11/12/2018 16:00:00,49.54
12/12/2018 16:00:00,112.21,12/12/2018 16:00:00,74.32,12/12/2018 16:00:00,66.13,12/12/2018 16:00:00,183.48,12/12/2018 16:00:00,49.22
13/12/2018 16:00:00,113.39,13/12/2018 16:00:00,72.93,13/12/2018 16:00:00,66.91,13/12/2018 16:00:00,186.43,13/12/2018 16:00:00,49.47
14/12/2018 16:00:00,112.2,14/12/2018 16:00:00,72.53,14/12/2018 16:00:00,65.34,14/12/2018 16:00:00,183.29,14/12/2018 16:00:00,49.34
17/12/2018 16:00:00,110.62,17/12/2018 16:00:00,69.9,17/12/2018 16:00:00,64.47,17/12/2018 16:00:00,180.79,17/12/2018 16:00:00,48.33
18/12/2018 16:00:00,109.45,18/12/2018 16:00:00,71.15,18/12/2018 16:00:00,64.92,18/12/2018 16:00:00,179.71,18/12/2018 16:00:00,48.32
19/12/2018 16:00:00,109.22,19/12/2018 16:00:00,68.97,19/12/2018 16:00:00,64.06,19/12/2018 16:00:00,179.16,19/12/2018 16:00:00,47.9
20/12/2018 16:00:00,107,20/12/2018 16:00:00,67.53,20/12/2018 16:00:00,62.15,20/12/2018 16:00:00,173.68,20/12/2018 16:00:00,47.54
21/12/2018 16:00:00,104.22,21/12/2018 16:00:00,72.37,21/12/2018 16:00:00,61.39,21/12/2018 16:00:00,174.15,21/12/2018 16:00:00,47.57
24/12/2018 13:00:00,100.35,24/12/2018 13:00:00,68.1,24/12/2018 13:00:00,60.56,24/12/2018 13:00:00,170.28,24/12/2018 13:00:00,45.96
26/12/2018 16:00:00,105.83,26/12/2018 16:00:00,73.01,26/12/2018 16:00:00,63.08,26/12/2018 16:00:00,174.03,26/12/2018 16:00:00,46.94
27/12/2018 16:00:00,106.52,27/12/2018 16:00:00,73.67,27/12/2018 16:00:00,63.2,27/12/2018 16:00:00,175.71,27/12/2018 16:00:00,47.53
28/12/2018 16:00:00,107.3,28/12/2018 16:00:00,73.34,28/12/2018 16:00:00,63.39,28/12/2018 16:00:00,175.56,28/12/2018 16:00:00,47.2
31/12/2018 16:00:00,109.65,31/12/2018 16:00:00,74.14,31/12/2018 16:00:00,64.4,31/12/2018 16:00:00,177.57,31/12/2018 16:00:00,47.35
02/01/2019 16:00:00,108.97,02/01/2019 16:00:00,74.06,02/01/2019 16:00:00,64.32,02/01/2019 16:00:00,176.06,02/01/2019 16:00:00,46.93
03/01/2019 16:00:00,106.33,03/01/2019 16:00:00,72.75,03/01/2019 16:00:00,61.53,03/01/2019 16:00:00,174.9,03/01/2019 16:00:00,46.64
04/01/2019 16:00:00,109.61,04/01/2019 16:00:00,74.65,04/01/2019 16:00:00,63.57,04/01/2019 16:00:00,178.28,04/01/2019 16:00:00,47.57
07/01/2019 16:00:00,110.56,07/01/2019 16:00:00,75.72,07/01/2019 16:00:00,63.57,07/01/2019 16:00:00,180.22,07/01/2019 16:00:00,46.95
08/01/2019 16:00:00,111.42,08/01/2019 16:00:00,76.73,08/01/2019 16:00:00,63.62,08/01/2019 16:00:00,180.6,08/01/2019 16:00:00,47.48
09/01/2019 16:00:00,112.67,09/01/2019 16:00:00,76.59,09/01/2019 16:00:00,63.88,09/01/2019 16:00:00,180.29,09/01/2019 16:00:00,46.57
10/01/2019 16:00:00,112.8,10/01/2019 16:00:00,76.42,10/01/2019 16:00:00,64.19,10/01/2019 16:00:00,181.55,10/01/2019 16:00:00,47.07
11/01/2019 16:00:00,112.65,11/01/2019 16:00:00,76.04,11/01/2019 16:00:00,63.73,11/01/2019 16:00:00,182.37,11/01/2019 16:00:00,47.34
14/01/2019 16:00:00,112.42,14/01/2019 16:00:00,76.09,14/01/2019 16:00:00,63.37,14/01/2019 16:00:00,181.22,14/01/2019 16:00:00,47.15
15/01/2019 16:00:00,111.76,15/01/2019 16:00:00,77.88,15/01/2019 16:00:00,64.08,15/01/2019 16:00:00,181.02,15/01/2019 16:00:00,47.57
16/01/2019 16:00:00,110.91,16/01/2019 16:00:00,77.68,16/01/2019 16:00:00,63.77,16/01/2019 16:00:00,179.35,16/01/2019 16:00:00,46.92
17/01/2019 16:00:00,111.01,17/01/2019 16:00:00,79.13,17/01/2019 16:00:00,64.28,17/01/2019 16:00:00,181.11,17/01/2019 16:00:00,47.06
18/01/2019 16:00:00,111.04,18/01/2019 16:00:00,80.45,18/01/2019 16:00:00,64.7,18/01/2019 16:00:00,182.57,18/01/2019 16:00:00,47.61
22/01/2019 16:00:00,110.6,22/01/2019 16:00:00,80.75,22/01/2019 16:00:00,65.39,22/01/2019 16:00:00,184.57,22/01/2019 16:00:00,47.72
23/01/2019 16:00:00,111.12,23/01/2019 16:00:00,80.5,23/01/2019 16:00:00,66.43,23/01/2019 16:00:00,186.09,23/01/2019 16:00:00,48.27
24/01/2019 16:00:00,110.55,24/01/2019 16:00:00,80.44,24/01/2019 16:00:00,64.74,24/01/2019 16:00:00,187.37,24/01/2019 16:00:00,47.69
25/01/2019 16:00:00,111.09,25/01/2019 16:00:00,80.61,25/01/2019 16:00:00,67.09,25/01/2019 16:00:00,184,25/01/2019 16:00:00,47.37
28/01/2019 16:00:00,110.81,28/01/2019 16:00:00,80.32,28/01/2019 16:00:00,66.9,28/01/2019 16:00:00,183.6,28/01/2019 16:00:00,47.17
29/01/2019 16:00:00,110.9,29/01/2019 16:00:00,80.22,29/01/2019 16:00:00,67.04,29/01/2019 16:00:00,182.17,29/01/2019 16:00:00,47.4
30/01/2019 16:00:00,110.13,30/01/2019 16:00:00,81.28,30/01/2019 16:00:00,68.15,30/01/2019 16:00:00,181.77,30/01/2019 16:00:00,47.86
31/01/2019 16:00:00,111.52,31/01/2019 16:00:00,81.88,31/01/2019 16:00:00,68.14,31/01/2019 16:00:00,178.78,31/01/2019 16:00:00,48.13
01/02/2019 16:00:00,111.3,01/02/2019 16:00:00,81.51,01/02/2019 16:00:00,68.11,01/02/2019 16:00:00,176.72,01/02/2019 16:00:00,48.7
04/02/2019 16:00:00,111.8,04/02/2019 16:00:00,81.99,04/02/2019 16:00:00,67.58,04/02/2019 16:00:00,177.55,04/02/2019 16:00:00,49.25
05/02/2019 16:00:00,112.66,05/02/2019 16:00:00,82.86,05/02/2019 16:00:00,69.34,05/02/2019 16:00:00,177.57,05/02/2019 16:00:00,49.26
06/02/2019 16:00:00,111.41,06/02/2019 16:00:00,82.71,06/02/2019 16:00:00,68.85,06/02/2019 16:00:00,176.18,06/02/2019 16:00:00,49.26
07/02/2019 16:00:00,110.95,07/02/2019 16:00:00,82.39,07/02/2019 16:00:00,69.14,07/02/2019 16:00:00,175.28,07/02/2019 16:00:00,49.42
08/02/2019 16:00:00,111.51,08/02/2019 16:00:00,82.36,08/02/2019 16:00:00,69.75,08/02/2019 16:00:00,174.75,08/02/2019 16:00:00,49.5
11/02/2019 16:00:00,109.44,11/02/2019 16:00:00,83.68,11/02/2019 16:00:00,69.99,11/02/2019 16:00:00,174.26,11/02/2019 16:00:00,49.61
12/02/2019 16:00:00,109.2,12/02/2019 16:00:00,84.71,12/02/2019 16:00:00,69.75,12/02/2019 16:00:00,173.97,12/02/2019 16:00:00,49.66
13/02/2019 16:00:00,110.2,13/02/2019 16:00:00,85.4,13/02/2019 16:00:00,70.51,13/02/2019 16:00:00,174.15,13/02/2019 16:00:00,49.79
14/02/2019 16:00:00,110.66,14/02/2019 16:00:00,84.68,14/02/2019 16:00:00,70.84,14/02/2019 16:00:00,175.87,14/02/2019 16:00:00,45.59
15/02/2019 16:00:00,112.59,15/02/2019 16:00:00,85.38,15/02/2019 16:00:00,70.71,15/02/2019 16:00:00,179.97,15/02/2019 16:00:00,45.24
19/02/2019 16:00:00,113.51,19/02/2019 16:00:00,84.57,19/02/2019 16:00:00,70.2,19/02/2019 16:00:00,179.25,19/02/2019 16:00:00,44.83
20/02/2019 16:00:00,113.68,20/02/2019 16:00:00,84.84,20/02/2019 16:00:00,70.39,20/02/2019 16:00:00,180.49,20/02/2019 16:00:00,45.1
21/02/2019 16:00:00,114.29,21/02/2019 16:00:00,83.95,21/02/2019 16:00:00,70.7,21/02/2019 16:00:00,182.81,21/02/2019 16:00:00,45.86
22/02/2019 16:00:00,115.25,22/02/2019 16:00:00,84.76,22/02/2019 16:00:00,71.3,22/02/2019 16:00:00,183.17,22/02/2019 16:00:00,45.28
25/02/2019 16:00:00,113.59,25/02/2019 16:00:00,85.17,25/02/2019 16:00:00,71.05,25/02/2019 16:00:00,182.61,25/02/2019 16:00:00,44.94
26/02/2019 16:00:00,113.5,26/02/2019 16:00:00,85.8,26/02/2019 16:00:00,71.14,26/02/2019 16:00:00,183.21,26/02/2019 16:00:00,44.69
27/02/2019 16:00:00,112.78,27/02/2019 16:00:00,86.17,27/02/2019 16:00:00,70.15,27/02/2019 16:00:00,183.36,27/02/2019 16:00:00,44.94
28/02/2019 16:00:00,112.84,28/02/2019 16:00:00,85.73,28/02/2019 16:00:00,70.26,28/02/2019 16:00:00,183.84,28/02/2019 16:00:00,45.34
01/03/2019 16:00:00,114.01,01/03/2019 16:00:00,87.16,01/03/2019 16:00:00,70.85,01/03/2019 16:00:00,185.05,01/03/2019 16:00:00,45.38
04/03/2019 16:00:00,114.33,04/03/2019 16:00:00,85.64,04/03/2019 16:00:00,70.95,04/03/2019 16:00:00,180.59,04/03/2019 16:00:00,45.65
05/03/2019 16:00:00,114,05/03/2019 16:00:00,85.44,05/03/2019 16:00:00,71.58,05/03/2019 16:00:00,181.35,05/03/2019 16:00:00,45.6
06/03/2019 16:00:00,114.85,06/03/2019 16:00:00,85.13,06/03/2019 16:00:00,71.27,06/03/2019 16:00:00,182.03,06/03/2019 16:00:00,45.45
07/03/2019 16:00:00,114.01,07/03/2019 16:00:00,85.26,07/03/2019 16:00:00,70.61,07/03/2019 16:00:00,180.52,07/03/2019 16:00:00,45.28
08/03/2019 16:00:00,113.81,08/03/2019 16:00:00,84.8,08/03/2019 16:00:00,69.36,08/03/2019 16:00:00,179.5,08/03/2019 16:00:00,44.84
11/03/2019 16:00:00,114.75,11/03/2019 16:00:00,85.82,11/03/2019 16:00:00,69.68,11/03/2019 16:00:00,181.08,11/03/2019 16:00:00,46.18
12/03/2019 16:00:00,114.73,12/03/2019 16:00:00,85.43,12/03/2019 16:00:00,70.05,12/03/2019 16:00:00,181.83,12/03/2019 16:00:00,46.05
13/03/2019 16:00:00,114.09,13/03/2019 16:00:00,85.93,13/03/2019 16:00:00,70.1,13/03/2019 16:00:00,182.06,13/03/2019 16:00:00,46.22
14/03/2019 16:00:00,114.48,14/03/2019 16:00:00,86.87,14/03/2019 16:00:00,70.74,14/03/2019 16:00:00,182.74,14/03/2019 16:00:00,45.7
15/03/2019 16:00:00,114.96,15/03/2019 16:00:00,86.8,15/03/2019 16:00:00,70.67,15/03/2019 16:00:00,185.33,15/03/2019 16:00:00,45.3
18/03/2019 16:00:00,113.12,18/03/2019 16:00:00,87.82,18/03/2019 16:00:00,70.84,18/03/2019 16:00:00,183.95,18/03/2019 16:00:00,45.41
19/03/2019 16:00:00,110,19/03/2019 16:00:00,87.69,19/03/2019 16:00:00,71.38,19/03/2019 16:00:00,183.11,19/03/2019 16:00:00,45.56
20/03/2019 16:00:00,109.99,20/03/2019 16:00:00,86.69,20/03/2019 16:00:00,71.63,20/03/2019 16:00:00,184.97,20/03/2019 16:00:00,45.53
21/03/2019 16:00:00,108.66,21/03/2019 16:00:00,88.01,21/03/2019 16:00:00,72.26,21/03/2019 16:00:00,186.37,21/03/2019 16:00:00,45.51
22/03/2019 16:00:00,108.23,22/03/2019 16:00:00,82.19,22/03/2019 16:00:00,71.96,22/03/2019 16:00:00,186.81,22/03/2019 16:00:00,45.93
25/03/2019 16:00:00,107.79,25/03/2019 16:00:00,82.33,25/03/2019 16:00:00,72.3,25/03/2019 16:00:00,185.72,25/03/2019 16:00:00,46.03
26/03/2019 16:00:00,110.14,26/03/2019 16:00:00,83.38,26/03/2019 16:00:00,72.96,26/03/2019 16:00:00,187.48,26/03/2019 16:00:00,46.64
27/03/2019 16:00:00,110.28,27/03/2019 16:00:00,83.09,27/03/2019 16:00:00,72.74,27/03/2019 16:00:00,187.51,27/03/2019 16:00:00,46.61
28/03/2019 16:00:00,110.71,28/03/2019 16:00:00,84.04,28/03/2019 16:00:00,73.96,28/03/2019 16:00:00,189.39,28/03/2019 16:00:00,46.58
29/03/2019 16:00:00,111.03,29/03/2019 16:00:00,84.21,29/03/2019 16:00:00,74.34,29/03/2019 16:00:00,189.9,29/03/2019 16:00:00,46.86
01/04/2019 16:00:00,112.51,01/04/2019 16:00:00,85.23,01/04/2019 16:00:00,73.96,01/04/2019 16:00:00,188.39,01/04/2019 16:00:00,46.72
02/04/2019 16:00:00,111.96,02/04/2019 16:00:00,84.37,02/04/2019 16:00:00,74.27,02/04/2019 16:00:00,188.35,02/04/2019 16:00:00,46.57
03/04/2019 16:00:00,112.52,03/04/2019 16:00:00,84.47,03/04/2019 16:00:00,74.33,03/04/2019 16:00:00,188.35,03/04/2019 16:00:00,46.18
04/04/2019 16:00:00,114.75,04/04/2019 16:00:00,85.28,04/04/2019 16:00:00,74.35,04/04/2019 16:00:00,189.87,04/04/2019 16:00:00,46.48
05/04/2019 16:00:00,115,05/04/2019 16:00:00,85.4,05/04/2019 16:00:00,75.03,05/04/2019 16:00:00,190.71,05/04/2019 16:00:00,46.47
08/04/2019 16:00:00,114.96,08/04/2019 16:00:00,84.73,08/04/2019 16:00:00,75.2,08/04/2019 16:00:00,189.85,08/04/2019 16:00:00,46.55
09/04/2019 16:00:00,116.86,09/04/2019 16:00:00,84.28,09/04/2019 16:00:00,75.12,09/04/2019 16:00:00,190.08,09/04/2019 16:00:00,46.67
10/04/2019 16:00:00,117.16,10/04/2019 16:00:00,84.88,10/04/2019 16:00:00,75.48,10/04/2019 16:00:00,189.22,10/04/2019 16:00:00,46.64
11/04/2019 16:00:00,116.6,11/04/2019 16:00:00,85,11/04/2019 16:00:00,75.87,11/04/2019 16:00:00,188.88,11/04/2019 16:00:00,46.71
12/04/2019 16:00:00,130.06,12/04/2019 16:00:00,86.24,12/04/2019 16:00:00,76.65,12/04/2019 16:00:00,191.6,12/04/2019 16:00:00,46.74
15/04/2019 16:00:00,132.04,15/04/2019 16:00:00,86.83,15/04/2019 16:00:00,76.16,15/04/2019 16:00:00,191.85,15/04/2019 16:00:00,47
16/04/2019 16:00:00,129.9,16/04/2019 16:00:00,87.8,16/04/2019 16:00:00,75.7,16/04/2019 16:00:00,191.7,16/04/2019 16:00:00,46.95
17/04/2019 16:00:00,131.75,17/04/2019 16:00:00,88.73,17/04/2019 16:00:00,75.12,17/04/2019 16:00:00,191.61,17/04/2019 16:00:00,47.28
18/04/2019 16:00:00,132.45,18/04/2019 16:00:00,89.2,18/04/2019 16:00:00,76.06,18/04/2019 16:00:00,194.91,18/04/2019 16:00:00,47.48
22/04/2019 16:00:00,131.68,22/04/2019 16:00:00,87.36,22/04/2019 16:00:00,75.4,22/04/2019 16:00:00,193.92,22/04/2019 16:00:00,47.4
23/04/2019 16:00:00,133.36,23/04/2019 16:00:00,87.43,23/04/2019 16:00:00,75.99,23/04/2019 16:00:00,195.26,23/04/2019 16:00:00,48.21
