date,BND,VOO,BLV,VEA,VYM
9/27/2021 16:00:00,85.83,408.3,104.15,51.95,105.52
9/28/2021 16:00:00,85.46,400.14,102.41,50.8,104.4
9/29/2021 16:00:00,85.47,399.46,102.51,50.64,104.91
9/30/2021 16:00:00,85.45,394.4,102.33,50.49,103.35
10/1/2021 16:00:00,85.61,399.12,102.96,50.64,104.61
10/4/2021 16:00:00,85.55,394.21,102.74,50.17,104.33
10/5/2021 16:00:00,85.34,398.04,101.96,50.46,105.06
10/6/2021 16:00:00,85.38,399.81,102.26,50.09,105.22
10/7/2021 16:00:00,85.14,403.25,101.46,50.51,105.97
10/8/2021 16:00:00,84.93,402.49,100.67,50.52,105.96
10/11/2021 16:00:00,84.8,399.56,100.51,50.37,105.22
10/12/2021 16:00:00,85.11,398.76,101.76,50.35,104.82
10/13/2021 16:00:00,85.34,400.04,102.79,50.91,104.94
10/14/2021 16:00:00,85.49,406.76,103.21,51.46,106.56
10/15/2021 16:00:00,85.28,409.93,102.82,51.87,107.22
10/18/2021 16:00:00,85.23,411.18,102.96,51.68,106.85
10/19/2021 16:00:00,84.99,414.38,101.86,52.04,107.85
10/20/2021 16:00:00,84.89,415.99,101.27,52.22,108.77
10/21/2021 16:00:00,84.77,417.01,101.16,51.96,108.39
10/22/2021 16:00:00,84.95,416.59,102.04,52.2,108.67
10/25/2021 16:00:00,84.99,418.75,101.95,52.16,108.9
10/26/2021 16:00:00,85.16,419.15,102.78,52.26,108.96
10/27/2021 16:00:00,85.47,417.33,104.11,51.98,107.56
10/28/2021 16:00:00,85.36,421.41,103.78,52.51,108.54
10/29/2021 16:00:00,85.38,422.16,103.85,52.12,108.44
11/1/2021 16:00:00,85.18,423.05,103.29,52.61,108.92
11/2/2021 16:00:00,85.34,424.69,103.7,52.49,109.38
11/3/2021 16:00:00,85.19,427.25,102.92,52.85,109.99
11/4/2021 16:00:00,85.58,429.25,103.78,52.81,109.67
11/5/2021 16:00:00,85.84,430.71,105.12,52.92,110.34
11/8/2021 16:00:00,85.65,431.23,104.86,52.95,110.33
11/9/2021 16:00:00,85.89,429.72,105.7,52.82,110.25
11/10/2021 16:00:00,85.31,426.26,104.17,52.15,110.23
11/11/2021 16:00:00,85.17,426.4,103.88,52.33,110.35
11/12/2021 16:00:00,85.18,429.57,103.53,52.69,110.52
11/15/2021 16:00:00,84.83,429.77,102.26,52.6,110.71
11/16/2021 16:00:00,84.77,431.41,101.99,52.48,110.69
11/17/2021 16:00:00,84.95,430.37,102.68,52.35,110.19
11/18/2021 16:00:00,85.05,431.86,103.02,52.39,109.85
11/19/2021 16:00:00,85.23,431.05,103.9,51.99,108.86
11/22/2021 16:00:00,84.81,429.91,102.77,51.71,109.67
11/23/2021 16:00:00,84.47,430.47,101.5,51.62,110.7
11/24/2021 16:00:00,84.67,431.53,102.62,51.35,110.51
11/26/2021 13:00:00,85.27,422.14,104.17,49.95,108.22
11/29/2021 16:00:00,85.26,427.24,104.01,50.19,108.48
11/30/2021 16:00:00,85.42,419.06,104.74,49.7,105.93
12/1/2021 16:00:00,85.34,414.24,104.95,49.44,105.37
12/2/2021 16:00:00,85.35,420.56,105.22,50.13,107.29
12/3/2021 16:00:00,85.68,416.84,106.41,49.88,107.38
12/6/2021 16:00:00,85.45,421.82,105.43,50.36,108.67
12/7/2021 16:00:00,85.26,430.49,105.07,51.44,109.74
12/8/2021 16:00:00,85,431.7,103.77,51.51,109.44
12/9/2021 16:00:00,85.04,428.76,103.85,51.06,109.3
12/10/2021 16:00:00,85.07,432.85,103.91,51.13,110.08
12/13/2021 16:00:00,85.36,429.01,104.82,50.61,109.62
12/14/2021 16:00:00,85.22,426.09,104.45,50.35,109.77
12/15/2021 16:00:00,85.11,432.75,104.27,50.97,110.92
12/16/2021 16:00:00,85.22,428.84,103.89,50.98,111.71
12/17/2021 16:00:00,85.37,424.39,104.61,50.39,109.93
12/20/2021 16:00:00,85.23,419.8,104.18,49.38,108.11
12/21/2021 16:00:00,85.14,425.69,103.75,50,109.2
12/22/2021 16:00:00,85.23,429.99,104.29,50.51,109.85
12/23/2021 16:00:00,84.83,432.64,103.39,50.82,110.46
12/27/2021 16:00:00,84.87,438.81,103.51,51.21,111.69
12/28/2021 16:00:00,84.86,438.48,103.33,51.21,111.94
12/29/2021 16:00:00,84.58,439.01,102.49,51.2,112.16
12/30/2021 16:00:00,84.77,437.77,102.89,51.08,111.97
12/31/2021 16:00:00,84.75,436.57,102.92,51.06,112.11
1/3/2022 16:00:00,84.18,439.25,101.14,51.37,112.64
1/4/2022 16:00:00,84.17,439.07,100.81,51.56,114.02
1/5/2022 16:00:00,83.88,430.66,100.32,51.11,113.59
1/6/2022 16:00:00,83.79,430.08,100.26,50.83,114.02
1/7/2022 16:00:00,83.56,428.59,99.6,51.04,114.55
1/10/2022 16:00:00,83.49,428.03,99.71,50.57,114.44
1/11/2022 16:00:00,83.66,431.78,100.17,51.17,115
1/12/2022 16:00:00,83.63,433.07,100.08,51.72,115.01
1/13/2022 16:00:00,83.77,427.1,100.58,51.35,114.85
1/14/2022 16:00:00,83.31,427.23,99.22,51.23,114.65
1/18/2022 16:00:00,82.79,419.74,97.84,50.48,113.12
1/19/2022 16:00:00,82.99,415.33,98.44,50.47,112.2
1/20/2022 16:00:00,83.08,410.76,98.47,50.15,111.08
1/21/2022 16:00:00,83.39,402.69,99.68,49.46,109.85
1/24/2022 16:00:00,83.26,404.37,98.92,48.91,110.08
1/25/2022 16:00:00,83.15,399.46,98.55,48.65,110.16
1/26/2022 16:00:00,82.69,398.56,97.77,48.42,109.66
1/27/2022 16:00:00,82.96,396.54,98.6,48.1,109.53
1/28/2022 16:00:00,83.06,406.26,98.73,48.32,110.73
1/31/2022 16:00:00,83,413.69,98.53,49.09,111.52
2/1/2022 16:00:00,82.83,416.39,98.18,49.58,112.48
2/2/2022 16:00:00,82.95,420.36,98.32,49.98,113.42
2/3/2022 16:00:00,82.6,410.59,97.52,49.18,112.36
2/4/2022 16:00:00,82.09,412.52,96.22,49.31,112.18
2/7/2022 16:00:00,82.16,411.16,96.27,49.4,112.33
2/8/2022 16:00:00,81.89,414.49,95.65,49.64,113.01
2/9/2022 16:00:00,81.95,420.57,95.87,50.43,113.65
2/10/2022 16:00:00,81.2,413.18,94.49,49.84,112.18
2/11/2022 16:00:00,81.73,404.94,95.23,49.15,111.39
2/14/2022 16:00:00,81.27,403.62,94.42,48.86,110.55
2/15/2022 16:00:00,81.1,410.1,93.59,49.67,111.55
2/16/2022 16:00:00,81.21,410.59,93.75,49.88,111.72
2/17/2022 16:00:00,81.39,401.86,94.11,49.12,110.46
2/18/2022 16:00:00,81.53,399.29,94.7,48.86,110.22
2/22/2022 16:00:00,81.48,394.92,94.77,48.35,109.19
2/23/2022 16:00:00,81.07,387.81,93.57,47.9,107.97
2/24/2022 16:00:00,81.25,393.77,93.85,47.28,107.24
2/25/2022 16:00:00,81.32,402.37,94.25,48.47,110.47
2/28/2022 16:00:00,81.92,401.36,95.72,47.79,109.88
3/1/2022 16:00:00,82.22,395.34,96.24,46.85,108.23
3/2/2022 16:00:00,81.21,402.6,93.73,47.42,110.47
3/3/2022 16:00:00,81.57,400.58,94.29,46.67,110.76
3/4/2022 16:00:00,81.86,397.34,95.27,45.47,110.66
3/7/2022 16:00:00,81.46,385.61,94.2,44.13,108.79
3/8/2022 16:00:00,81.08,382.7,93.38,44.4,107.82
3/9/2022 16:00:00,80.86,392.9,92.87,46.1,109.16
3/10/2022 16:00:00,80.43,391.15,91.59,45.58,109
3/11/2022 16:00:00,80.37,386.16,91.65,45.15,108.38
3/14/2022 16:00:00,79.63,383.34,89.82,45.44,108.53
3/15/2022 16:00:00,79.76,391.75,90.35,45.84,109.75
3/16/2022 16:00:00,79.88,400.51,91.23,47.39,110.82
3/17/2022 16:00:00,79.95,405.41,91.63,47.82,112.01
3/18/2022 16:00:00,80.18,409.89,92.41,48.23,112.19
3/21/2022 16:00:00,79.36,409.91,90.48,47.89,111.86
3/22/2022 16:00:00,79.16,414.67,89.67,48.33,112.5
3/23/2022 16:00:00,79.52,409.33,90.76,47.72,111.38
3/24/2022 16:00:00,79.42,414.02,90.61,48.1,112.48
3/25/2022 16:00:00,78.72,416.12,89.51,48.17,113.64
3/28/2022 16:00:00,78.95,418.99,90.43,48.02,113.38
3/29/2022 16:00:00,79.3,424.29,91.17,48.96,114.15
3/30/2022 16:00:00,79.48,421.65,91.5,48.78,113.82
3/31/2022 16:00:00,79.54,415.17,91.69,48.03,112.25
4/1/2022 16:00:00,79.17,416.32,91.91,48.45,112.73
4/4/2022 16:00:00,79.23,419.85,91.64,48.66,112.58
4/5/2022 16:00:00,78.43,414.66,89.65,48.08,111.92
4/6/2022 16:00:00,78.19,410.46,88.92,47.46,112.22
4/7/2022 16:00:00,78.03,412.53,88.24,47.51,112.76
4/8/2022 16:00:00,77.61,411.53,87.09,47.5,113.4
4/11/2022 16:00:00,77.25,404.4,85.85,47,112.48
4/12/2022 16:00:00,77.5,402.92,85.71,46.69,112.28
4/13/2022 16:00:00,77.59,407.47,86.14,47.24,112.82
4/14/2022 16:00:00,77.06,402.52,84.77,47.01,112.36
4/18/2022 16:00:00,76.81,402.59,83.89,46.81,112.46
4/19/2022 16:00:00,76.33,409.02,83.29,47.02,113.63
4/20/2022 16:00:00,76.81,408.71,84.61,47.37,114.57
4/21/2022 16:00:00,76.4,402.65,83.67,46.81,113.45
4/22/2022 16:00:00,76.3,391.66,83.4,45.95,110.68
4/25/2022 16:00:00,76.78,393.8,84.47,45.68,110.69
4/26/2022 16:00:00,76.98,382.54,84.75,44.44,108.89
4/27/2022 16:00:00,76.74,383.53,83.73,44.64,109.05
4/28/2022 16:00:00,76.71,393.14,83.91,45.34,110.74
4/29/2022 16:00:00,76.19,378.7,82.65,44.77,107.53
5/2/2022 16:00:00,75.66,381.08,81.44,44.62,107.89
5/3/2022 16:00:00,75.84,382.73,82.11,44.98,108.77
5/4/2022 16:00:00,76.33,394.34,82.94,45.75,111.85
5/5/2022 16:00:00,75.57,380.49,80.78,44.29,109.41
5/6/2022 16:00:00,75.25,378.1,79.7,43.89,109.52
5/9/2022 16:00:00,75.59,365.9,80.03,42.53,107.4
5/10/2022 16:00:00,75.81,366.84,80.65,42.74,106.94
5/11/2022 16:00:00,76.07,360.93,81.69,42.52,106.4
5/12/2022 16:00:00,76.22,360.65,81.71,42.36,106.72
5/13/2022 16:00:00,75.94,369.16,80.76,43.55,108.07
5/16/2022 16:00:00,76.06,367.84,80.8,43.61,108.54
5/17/2022 16:00:00,75.61,375.2,80.13,44.45,110.26
5/18/2022 16:00:00,75.93,360.34,81.15,43.39,106.63
5/19/2022 16:00:00,76.09,357.93,81.38,43.84,105.48
5/20/2022 16:00:00,76.32,358.02,82.12,44.09,105.81
5/23/2022 16:00:00,76.05,364.81,81.34,44.85,107.62
5/24/2022 16:00:00,76.67,362.18,82.95,44.69,108.27
5/25/2022 16:00:00,76.98,365.2,83.5,44.67,109.16
5/26/2022 16:00:00,76.9,372.46,83.32,45.16,110.55
5/27/2022 16:00:00,77.12,381.8,83.72,45.72,112.14
5/31/2022 16:00:00,76.68,379.68,82.6,45.51,111.31
6/1/2022 16:00:00,76.19,376.5,82.14,45.1,110.53
6/2/2022 16:00:00,76.26,383.65,82.07,46.05,111.48
6/3/2022 16:00:00,76.15,377.44,81.82,45.34,110.73
6/6/2022 16:00:00,75.7,378.47,80.69,45.51,110.89
6/7/2022 16:00:00,75.96,382.17,81.43,45.62,112.08
6/8/2022 16:00:00,75.65,377.99,80.71,45.05,110.7
6/9/2022 16:00:00,75.55,369.1,80.51,44.11,108.46
6/10/2022 16:00:00,74.91,358.27,79.84,43.09,106.23
6/13/2022 16:00:00,73.7,344.46,77.45,41.62,102.95
6/14/2022 16:00:00,73.3,343.6,76.82,41.24,102.11
6/15/2022 16:00:00,74.14,348.52,78.07,41.97,102.54
6/16/2022 16:00:00,74.3,337.07,78.64,40.96,99.86
6/17/2022 16:00:00,74.34,337.95,78.78,40.82,99.2
6/21/2022 16:00:00,74,346.23,77.48,40.91,100.78
6/22/2022 16:00:00,74.61,345.5,78.86,40.53,100.48
6/23/2022 16:00:00,74.97,349.13,79.53,40.38,100.63
6/24/2022 16:00:00,74.83,360,79.18,41.58,103.31
6/27/2022 16:00:00,74.47,358.65,78.32,41.5,103.51
6/28/2022 16:00:00,74.51,350.9,78.42,41.28,102.57
6/29/2022 16:00:00,74.94,349.64,79.25,41.03,102.09
6/30/2022 16:00:00,75.26,346.88,79.72,40.8,101.7
7/1/2022 16:00:00,75.71,350.44,80.49,40.89,102.73
7/5/2022 16:00:00,75.84,351.06,80.74,40.01,101.55
7/6/2022 16:00:00,75.38,352.33,79.95,40.01,101.56
7/7/2022 16:00:00,75.17,357.5,79.53,40.66,102.7
7/8/2022 16:00:00,74.92,357.29,79.01,40.76,102.51
7/11/2022 16:00:00,75.2,353.25,79.89,40.08,102.05
7/12/2022 16:00:00,75.33,349.99,80.2,40.04,101.49
7/13/2022 16:00:00,75.57,348.36,81.07,39.99,100.89
7/14/2022 16:00:00,75.33,347.44,80.29,39.4,100.15
7/15/2022 16:00:00,75.6,354.01,80.89,40,101.95
7/18/2022 16:00:00,75.37,351.08,80.24,40.25,101.3
7/19/2022 16:00:00,75.31,360.61,80.21,41.29,103.42
7/20/2022 16:00:00,75.24,362.92,80.44,41.09,103.29
7/21/2022 16:00:00,75.86,366.59,81.59,41.55,103.48
7/22/2022 16:00:00,76.48,363.25,82.69,41.41,103.29
7/25/2022 16:00:00,76.2,363.61,81.82,41.75,104.04
7/26/2022 16:00:00,76.22,359.25,81.96,41.18,103.55
7/27/2022 16:00:00,76.43,368.66,82.03,42.12,104.78
7/28/2022 16:00:00,76.96,373.32,82.68,42.39,105.61
7/29/2022 16:00:00,76.9,378.79,83.01,42.96,106.38
8/1/2022 16:00:00,77.08,377.65,83.52,42.96,106.23
8/2/2022 16:00:00,76.3,375.21,82.17,42.29,105.33
8/3/2022 16:00:00,76.68,381.07,83.41,42.59,106.03
8/4/2022 16:00:00,76.87,380.77,83.43,42.8,105.31
8/5/2022 16:00:00,76,379.98,81.9,42.5,105.6
8/8/2022 16:00:00,76.34,379.64,82.51,42.63,105.72
8/9/2022 16:00:00,76.17,378.14,82.23,42.37,105.89
8/10/2022 16:00:00,76.38,386.06,82.53,43.38,107.46
8/11/2022 16:00:00,75.95,386.06,80.95,43.38,108.01
8/12/2022 16:00:00,76.3,392.67,82.07,43.74,109.45
8/15/2022 16:00:00,76.38,394.35,81.95,43.43,109.67
8/16/2022 16:00:00,76.28,395.04,81.89,43.47,110.26
8/17/2022 16:00:00,75.83,392.34,80.89,43.1,109.76
8/18/2022 16:00:00,75.97,393.55,81.12,42.96,110.28
8/19/2022 16:00:00,75.49,388.12,79.87,42.32,109.5
8/22/2022 16:00:00,75.15,379.94,79.32,41.64,107.76
8/23/2022 16:00:00,75.12,379.04,79.32,41.72,107.6
8/24/2022 16:00:00,74.93,380.19,78.86,41.77,107.76
8/25/2022 16:00:00,75.34,385.73,79.97,42.26,109.07
8/26/2022 16:00:00,75.19,372.51,79.93,41.14,106.24
8/29/2022 16:00:00,74.85,370.05,79.11,41.04,105.81
8/30/2022 16:00:00,74.91,366.03,79.24,40.7,104.59
8/31/2022 16:00:00,74.6,363.15,78.39,40.46,103.77
9/1/2022 16:00:00,74.04,364.27,77.16,39.92,104.23
9/2/2022 16:00:00,74.23,360.45,77.31,39.67,103.45
9/6/2022 16:00:00,73.56,359.24,75.76,39.5,103.04
9/7/2022 16:00:00,74.09,365.68,76.98,39.84,104.52
9/8/2022 16:00:00,73.86,368.07,76.61,39.9,105.26
9/9/2022 16:00:00,73.83,373.75,76.8,40.93,106.5
9/12/2022 16:00:00,73.74,377.86,76.37,41.45,107.35
9/13/2022 16:00:00,73.37,361.38,76.02,40.03,103.65
9/14/2022 16:00:00,73.46,362.73,76.44,40.21,104.14
9/15/2022 16:00:00,73.24,358.68,76.12,39.82,103.39
9/16/2022 16:00:00,73.16,355.86,75.75,39.56,102.95
9/19/2022 16:00:00,73.11,358.59,75.93,39.59,102.85
9/20/2022 16:00:00,72.75,354.55,75.04,38.93,101.58
9/21/2022 16:00:00,72.95,348.31,75.69,38.43,100.13
9/22/2022 16:00:00,72.2,345.37,74.2,38.25,99.65
9/23/2022 16:00:00,72,339.63,74.31,37,97.76
9/26/2022 16:00:00,71.08,336.34,72.71,36.41,96.36
9/27/2022 16:00:00,70.77,335.39,70.98,36.19,95.9
9/28/2022 16:00:00,71.87,340.48,72.88,37,97.78
9/29/2022 16:00:00,71.5,333.38,72.37,36.54,96.27
9/30/2022 16:00:00,71.33,328.3,71.95,36.36,94.88
10/3/2022 16:00:00,71.77,336.98,72.91,37.17,97.48
10/4/2022 16:00:00,71.95,347.21,73.12,38.65,100.35
10/5/2022 16:00:00,71.57,346.61,72.28,38.19,100.1
10/6/2022 16:00:00,71.3,342.96,72.18,37.55,98.84
10/7/2022 16:00:00,70.93,333.33,71.25,36.96,96.96
10/10/2022 16:00:00,70.61,330.84,70.11,36.71,96.58
10/11/2022 16:00:00,70.63,328.66,70.41,36.28,96.45
10/12/2022 16:00:00,70.71,327.64,70.38,36.19,96.14
10/13/2022 16:00:00,70.46,336.22,70.32,36.94,99.02
10/14/2022 16:00:00,70.12,328.65,69.47,36.31,97.45
10/17/2022 16:00:00,70.27,337,69.71,37.27,99.16
10/18/2022 16:00:00,70.43,340.97,69.85,37.52,100.4
10/19/2022 16:00:00,69.85,338.61,68.71,37.09,99.86
10/20/2022 16:00:00,69.38,335.83,67.71,36.99,98.9
10/21/2022 16:00:00,69.5,343.9,67.15,37.68,101.39
10/24/2022 16:00:00,69.4,348.09,66.85,37.62,102.64
10/25/2022 16:00:00,70.06,353.75,68.45,38.46,103.66
10/26/2022 16:00:00,70.34,351.11,69.06,38.85,104.33
10/27/2022 16:00:00,70.71,349.23,69.65,38.59,104.66
10/28/2022 16:00:00,70.57,357.38,69.49,38.89,106.81
10/31/2022 16:00:00,70.35,354.95,69,38.57,106.48
11/1/2022 16:00:00,70.26,353.52,69.48,38.9,106.78
11/2/2022 16:00:00,70.15,344.5,69.11,38.31,105.19
11/3/2022 16:00:00,69.88,340.83,68.8,38,105.02
11/4/2022 16:00:00,69.9,345.82,68.29,39.45,106.63
11/7/2022 16:00:00,69.63,349.14,67.77,39.62,107.54
11/8/2022 16:00:00,69.94,351.04,68.27,40.1,108.15
11/9/2022 16:00:00,70.04,343.87,68.16,39.54,106.3
11/10/2022 16:00:00,71.49,362.69,71.04,41.74,110.02
11/11/2022 16:00:00,71.49,366.16,71.19,42.52,110.28
11/14/2022 16:00:00,71.26,363.22,70.81,42.03,109.71
11/15/2022 16:00:00,71.76,366.22,72.01,42.29,110.21
11/16/2022 16:00:00,72.17,363.44,73.24,42.13,109.53
11/17/2022 16:00:00,71.87,362.39,72.79,42.08,109.61
11/18/2022 16:00:00,71.75,363.99,72.55,42.15,110.39
11/21/2022 16:00:00,71.75,362.71,72.56,41.81,110.68
11/22/2022 16:00:00,72.12,367.54,73.56,42.43,112.08
11/23/2022 16:00:00,72.56,369.84,74.65,42.92,112.13
11/25/2022 13:05:00,72.56,369.8,74.67,43.1,112.49
11/28/2022 16:00:00,72.47,363.95,74.46,42.5,110.96
11/29/2022 16:00:00,72.2,363.31,73.83,42.61,111.2
11/30/2022 16:00:00,72.76,374.49,74.63,43.41,113.15
12/1/2022 16:00:00,73.2,374.54,76.13,43.78,113.05
12/2/2022 16:00:00,73.5,374,76.9,43.74,113
12/5/2022 16:00:00,72.92,367.34,76.03,43.08,111.02
12/6/2022 16:00:00,73.16,362.03,76.73,42.79,109.9
12/7/2022 16:00:00,73.8,361.33,78.06,42.79,109.88
12/8/2022 16:00:00,73.59,364.18,77.91,43.03,110.46
12/9/2022 16:00:00,73.16,361.52,76.6,43.06,109.5
12/12/2022 16:00:00,73.16,366.68,76.56,43.17,111.12
12/13/2022 16:00:00,73.66,369.39,77.32,43.73,111.52
12/14/2022 16:00:00,73.84,367.16,77.63,43.71,111.02
12/15/2022 16:00:00,73.88,358.13,77.82,42.57,109.01
12/16/2022 16:00:00,73.69,353.86,77.12,42.24,107.99
12/19/2022 16:00:00,73.25,350.81,75.92,41.66,106.64
12/20/2022 16:00:00,72.77,349.67,74.6,41.86,106.94
12/21/2022 16:00:00,72.94,354.9,75.09,42.28,108.37
12/22/2022 16:00:00,72.93,349.91,75.14,41.91,107.46
12/23/2022 16:00:00,72.53,351.87,74.19,42.12,108.29
12/27/2022 16:00:00,71.97,350.47,72.79,42.2,108.61
12/28/2022 16:00:00,71.87,346.17,72.44,41.72,107.45
12/29/2022 16:00:00,72.14,352.31,73.14,42.38,108.48
12/30/2022 16:00:00,71.84,351.34,72.44,41.97,108.21
